category,url,job_id,title,company,location,contract_type,salary,published_date,short_description,remote,experience,scraped_at
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/71562066.html,71562066,Alternance- Assistant Commercial - N.D.R.C H/F,Aurlom,Paris - 75,Temps partiel,,il y a 10 heures,"Alternance- Assistant Commercial - N.D.R.C H/F
Aurlom
Paris - 75
Alternance
Temps partiel
2 ans
... sens de l'organisation et capacité à travailler en équipe. - Maîtrise des outils informatiques et des logiciels de gestion.
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:40.398635
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/71562820.html,71562820,Attachée·e Clientèle Itinérant·e H/F,Les Assurances Mutuelles de Picardie,,CDI,,il y a 10 heures,"Attachée·e Clientèle Itinérant·e H/F
Les Assurances Mutuelles de Picardie
Hauts-de-France
CDI
Une expérience dans le secteur assurantiel est indispensable. Le Permis B est obligatoire Expérience...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:40.861935
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/71561909.html,71561909,Commercial H/F,Kooi Security France,30 000 - 40 000 € / an,CDI,30 000 - 40 000 € / an,il y a 10 heures,"Commercial H/F
Kooi Security France
Nantes - 44
CDI
30 000 - 40 000 € / an
… tu as : - Un baccalauréat professionnel « Métiers du commerce Technique - Un bon relationnel. Tu es un(e) bon(ne) communicant(e) - -…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:41.388267
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/66722956.html,66722956,Conseiller Commercial Agence H/F,BEHIVE,25 000 - 40 000 € / an,CDI,25 000 - 40 000 € / an,il y a 10 heures,"Conseiller Commercial Agence H/F
BEHIVE
Super recruteur
Val-de-Marne - 94
CDI
25 000 - 40 000 € / an
... de la formation est suivie en e-learning à l'agence, de manière interactive avec l'accompagnement d'un formateur interne. ...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:41.940961
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/38546543.html,38546543,Commercial Itinérant Btoc H/F,Rafy Gold,2 200 - 3 200 € / mois,CDI,2 200 - 3 200 € / mois,il y a 10 heures,"Commercial Itinérant Btoc H/F
Rafy Gold
Haute-Garonne - 31
CDI
2 200 - 3 200 € / mois
… Profil recherché : - Expérience dans la vente ou le commerce - Excellentes compétences relationnelles et sens du service. - rigueur,…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:42.522383
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/32127934.html,32127934,Animateur H/F,RMA,Besançon - 25,Temps partiel,"11,27 € / heure",il y a 10 heures,"Animateur H/F
RMA
Super recruteur
Besançon - 25
CDD
Temps partiel
11,27 € / heure
+ 1
… - Sens du commerce
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:43.157920
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/38545639.html,38545639,Commercial Rachat d'Or H/F,Rafy Gold,2 000 - 3 000 € / mois,CDI,2 000 - 3 000 € / mois,il y a 10 heures,"Commercial Rachat d'Or H/F
Rafy Gold
Oise - 60
CDI
2 000 - 3 000 € / mois
… Profil recherché : - Expérience dans la vente ou le commerce - Excellentes compétences relationnelles et sens du service. -…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:43.657676
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/38546443.html,38546443,Commercial Itinérant Btoc H/F,Rafy Gold,2 200 - 3 200 € / mois,CDI,2 200 - 3 200 € / mois,il y a 10 heures,"Commercial Itinérant Btoc H/F
Rafy Gold
Charente - 16
CDI
2 200 - 3 200 € / mois
… Doté(e) d'un bon sens du commerce vente auprès d'un public de…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:44.182245
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/66729379.html,66729379,Assistant Commercial Alternance H/F,Groupe Alternance Marseille,774 - 1 801 € / mois,Alternance,774 - 1 801 € / mois,il y a 10 heures,"Assistant Commercial Alternance H/F
Groupe Alternance Marseille
Marseille - 13
Alternance
774 - 1 801 € / mois
24 mois
… à l'oral et goût du contact - Motivation pour les métiers du commerce et de la relation client - Maîtrise des outils informatiques et…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:44.763734
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/60379765.html,60379765,BTS Ndrc - Commercial H/F,Institut F2I,,Alternance,,il y a 10 heures,"BTS Ndrc - Commercial H/F
Institut F2I
Île-de-France
Alternance
2 ans
... maîtrisez les outils informatiques et avez une sensibilité aux nouvelles technologies. - Une première expérience commerciale serait un atout...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:45.277492
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/38546465.html,38546465,Commercial Rachat d'Or H/F,Rafy Gold,2 200 - 3 200 € / mois,CDI,2 200 - 3 200 € / mois,il y a 10 heures,"Commercial Rachat d'Or H/F
Rafy Gold
Eure - 27
CDI
2 200 - 3 200 € / mois
… Doté(e) d'un bon sens du commerce vente auprès d'un public de…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:45.841344
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/71540031.html,71540031,Chargés de Clientèle Bilingues Allemand H/F,Randstad,24 600 - 25 800 € / an,CDI,24 600 - 25 800 € / an,il y a 10 heures,"Chargés de Clientèle Bilingues Allemand H/F
Randstad
Lille - 59
CDI
24 600 - 25 800 € / an
... dynamique et motivé.e Vous maîtrisez les nouvelles technologies et disposez de bonnes compétences informatiques Idéalement, vous avez déjà une expérience...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:46.323929
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/60361107.html,60361107,Commercial en Alternance H/F,Aftec Vannes,22 000 - 24 000 € / an,Alternance,22 000 - 24 000 € / an,il y a 10 heures,"Commercial en Alternance H/F
Aftec Vannes
Vannes - 56
Alternance
22 000 - 24 000 € / an
24 mois
... confiance avec vos interlocuteurs. - Vous êtes autonome, vous savez organiser vos tournées et vos relances téléphoniques. -...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:46.830467
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/71538277.html,71538277,Technico-Commerciale - Technico-Commercial Sédentaire H/F,Rubix France,26 000 - 30 000 € / an,CDI,26 000 - 30 000 € / an,il y a 10 heures,"Technico-Commerciale - Technico-Commercial Sédentaire H/F
Rubix France
Blagnac - 31
CDI
26 000 - 30 000 € / an
... Ce que nous vous proposons : - Rémunération Fixe + Variable - Carte Ticket restaurant (10€ Pris en...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:47.276572
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/65471485.html,65471485,Apprenti Account Manager - Alternance - 78 H/F,Konica Minolta,"486,49 - 1 801,80 € / mois",Alternance,"486,49 - 1 801,80 € / mois",il y a 10 heures,"Apprenti Account Manager - Alternance - 78 H/F
Konica Minolta
Carrières-sur-Seine - 78
Alternance
486,49 - 1 801,80 € / mois
... Smartphone + Ordinateur portable + accès VPN - Locaux et cadre de travail modernes - Mutuelle d'entreprise - Prévoyance -...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:47.738415
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/51408602.html,51408602,Commercial en Alternance H/F,Aftec Vannes,21 203 - 23 000 € / an,Alternance,21 203 - 23 000 € / an,il y a 10 heures,"Commercial en Alternance H/F
Aftec Vannes
Lorient - 56
Alternance
21 203 - 23 000 € / an
24 mois
LE PROFIL RECHERCHÉ - Permis B requis - Vous êtes autonome, rigoureux - Vous...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:48.237397
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/71536537.html,71536537,Consultant Commercial H/F,Synergie,30 000 - 35 000 € / an,CDI,30 000 - 35 000 € / an,il y a 10 heures,"Consultant Commercial H/F
Synergie
Lagny-sur-Marne - 77
CDI
30 000 - 35 000 € / an
... nous sommes persuadés qu'avec une formation adaptée ainsi qu'une bonne intégration, vous pourrez vous épanouir et réussir sur ce poste.
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:48.704699
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/65463947.html,65463947,Chargé d'Affaires Junior H/F,ForumJobs,24 000 - 36 000 € / an,CDI,24 000 - 36 000 € / an,il y a 10 heures,"Chargé d'Affaires Junior H/F
ForumJobs
Gravelines - 59
CDI
24 000 - 36 000 € / an
... sécurité et l'environnement sont plus que jamais au coeur des préoccupations sociétales. Dans le cadre de sa politique, la société...
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:49.123971
Emploi Commerce,https://www.hellowork.com/fr-fr/emplois/38545643.html,38545643,Commercial Itinérant Btoc H/F,Rafy Gold,2 000 - 3 000 € / mois,CDI,2 000 - 3 000 € / mois,il y a 10 heures,"Commercial Itinérant Btoc H/F
Rafy Gold
Lozère - 48
CDI
2 000 - 3 000 € / mois
… Doté(e) d'un bon sens du commerce vente auprès d'un public de…
Voir l’offre
il y a 10 heures",False,,2025-12-16T10:28:49.603662
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741348.html,73741348,Hôte de Caisse Cqp en Alternance H/F,Carrefour,"486,49 - 1 801,80 € / mois",Alternance,"486,49 - 1 801,80 € / mois",moins d'une heure,"Hôte de Caisse Cqp en Alternance H/F
Carrefour
Coudekerque-Branche - 59
Alternance
486,49 - 1 801,80 € / mois
... esprit d'équipe seront des atouts. - Vos capacités d'organisation, des responsabilités, votre sens des priorités et de l'orientation client sont...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:11.820995
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741344.html,73741344,Employé Commercial Rayon Boucherie H/F,Carrefour,Saint-Germain-du-Puy - 18,CDI,,moins d'une heure,"Employé Commercial Rayon Boucherie H/F
Carrefour
Saint-Germain-du-Puy - 18
CDI
… : sain, plus local, plus responsable. Leader mondial de la distribution digitale, tout en créant un environnement de travail inclusif…
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:12.231748
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741342.html,73741342,Employé de Libre-Service H/F,LINK RH Recrutement,Lognes - 77,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Lognes - 77
CDD
9 mois
... Tes journées varieront en fonction des besoins du magasin, impossible de t'ennuyer ! On a tous...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:12.682125
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741335.html,73741335,Employé de Libre-Service H/F,LINK RH Recrutement,Dammartin-en-Goële - 77,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Dammartin-en-Goële - 77
CDD
9 mois
... lui garantissant la meilleure expérience possible, tant au niveau de la disponibilité des produits que de l'encaissement de ses achats,...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:13.190680
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741334.html,73741334,Employé de Libre-Service H/F,LINK RH Recrutement,Chatou - 78,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Chatou - 78
CDD
9 mois
... emploi en moins d'une semaine ! Tu auras pour mission de garantir la satisfaction du client en...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:13.691528
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741329.html,73741329,Employé de Libre-Service H/F,LINK RH Recrutement,Saint-Cloud - 92,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Saint-Cloud - 92
CDD
9 mois
... Tes journées varieront en fonction des besoins du magasin, impossible de t'ennuyer ! On a tous...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:14.163490
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741328.html,73741328,Employé de Libre-Service H/F,LINK RH Recrutement,Chessy - 77,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Chessy - 77
CDD
9 mois
... emploi en moins d'une semaine ! Tu auras pour mission de garantir la satisfaction du client en...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:14.576164
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741327.html,73741327,Employé de Libre-Service H/F,LINK RH Recrutement,Vaucresson - 92,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Vaucresson - 92
CDD
9 mois
... oublier ton sourire, ton dynamisme et ta bonne humeur ! Tes journées varieront en fonction des besoins...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:14.973706
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741325.html,73741325,Employé de Libre-Service H/F,LINK RH Recrutement,Lagny-sur-Marne - 77,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Lagny-sur-Marne - 77
CDD
9 mois
... aimes le contact client ? Alors n'hésite pas : tente l'aventure G20 et obtiens un emploi en moins d'une semaine...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:15.362835
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741323.html,73741323,Employé de Libre-Service H/F,LINK RH Recrutement,Paris - 75,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Paris - 75
CDD
9 mois
... au niveau de la disponibilité des produits que de l'encaissement de ses achats, sans oublier ton sourire, ton dynamisme et...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:15.724017
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741322.html,73741322,Employé de Libre-Service H/F,LINK RH Recrutement,Bougival - 78,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Bougival - 78
CDD
9 mois
... es polyvalent(e), disponible immédiatement, et tu aimes le contact client ? Alors n'hésite pas : tente l'aventure CARREFOUR et obtiens...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:16.130533
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741321.html,73741321,Employé de Libre-Service H/F,LINK RH Recrutement,La Courneuve - 93,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
La Courneuve - 93
CDD
9 mois
... moins d'une semaine ! Tu auras pour mission de garantir la satisfaction du client en lui garantissant...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:16.499996
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741320.html,73741320,Employé de Libre-Service H/F,LINK RH Recrutement,Gentilly - 94,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Gentilly - 94
CDD
9 mois
... n'hésite pas : tente l'aventure CARREFOUR et obtiens un emploi en moins d'une semaine ! Tu auras...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:16.846358
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741319.html,73741319,Employé de Libre-Service H/F,LINK RH Recrutement,Marnes-la-Coquette - 92,CDD,,moins d'une heure,"Employé de Libre-Service H/F
LINK RH Recrutement
Marnes-la-Coquette - 92
CDD
9 mois
... Tu auras pour mission de garantir la satisfaction du client en lui garantissant la meilleure expérience possible,...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:17.183679
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741296.html,73741296,Hote de Caisse H/F,Job Direct,Bellac - 87,Intérim,"11,88 € / heure",moins d'une heure,"Hote de Caisse H/F
Job Direct
Bellac - 87
Intérim
11,88 € / heure
5 jours
... à gérer les périodes d'affluence - Sens de l'organisation et rigueur dans la gestion des transactions financières...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:17.529921
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741256.html,73741256,Employé de Rayon Marée H/F,NETWORK INTERIM ANTIBES,Villeneuve-Loubet - 06,Intérim,"11,88 € / heure",moins d'une heure,"Employé de Rayon Marée H/F
NETWORK INTERIM ANTIBES
Villeneuve-Loubet - 06
Intérim
11,88 € / heure
4 jours
Vous possédez idéalement une expérience en tant qu'employé(e) de rayon et possédez un très bon relationnel....
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:17.895336
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741203.html,73741203,Responsable de Boutique - Btq Saint Germain en Laye H/F,Comtesse du Barry,30 000 - 32 000 € / an,CDI,30 000 - 32 000 € / an,moins d'une heure,"Responsable de Boutique - Btq Saint Germain en Laye H/F
Comtesse du Barry
Saint-Germain-en-Laye - 78
CDI
30 000 - 32 000 € / an
... an d'ancienneté. - Rejoindre la communauté Comtesse du Barry c'est aussi bénéficier de réductions sur nos produits d'exception tout...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:18.290112
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741099.html,73741099,Employé Libre-Service H/F,Temporis Interim,Nancy - 54,Intérim,"11,88 € / heure",moins d'une heure,"Employé Libre-Service H/F
Temporis Interim
Nancy - 54
Intérim
11,88 € / heure
... contrôler les livraisons afin de garantir la qualité, l'étiquetage et la fraîcheur des produits. Accueillir et conseiller les clients pour...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:18.668431
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741074.html,73741074,Promoteur des Ventes en GSB H/F,Optimark,1 900 - 2 100 € / mois,CDD,1 900 - 2 100 € / mois,moins d'une heure,"Promoteur des Ventes en GSB H/F
Optimark
Toulon - 83
CDD
1 900 - 2 100 € / mois
9 mois
... de merchandising et de vente, vous êtes doté(e) de réelles qualités commerciales et relationnelles. Vous êtes autonome,...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:19.040385
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741070.html,73741070,Promoteur des Ventes en GSB H/F,Optimark,1 900 - 2 100 € / mois,CDD,1 900 - 2 100 € / mois,moins d'une heure,"Promoteur des Ventes en GSB H/F
Optimark
Arras - 62
CDD
1 900 - 2 100 € / mois
9 mois
... Vous maîtrisez les techniques de merchandising et de vente, vous êtes doté(e) de réelles qualités commerciales et relationnelles. ...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:19.426490
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741460.html,73741460,Hôte de Caisse H/F,LINK RH Recrutement,,,,,,False,,2025-12-16T10:29:33.720425
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741069.html,73741069,Promoteur des Ventes en GSB H/F,Optimark,,,,,,False,,2025-12-16T10:29:50.196195
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741068.html,73741068,Promoteur des Ventes en GSB H/F,Optimark,,,,,,False,,2025-12-16T10:29:50.701208
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741067.html,73741067,Promoteur des Ventes en GSB H/F,Optimark,1 900 - 2 100 € / mois,CDD,1 900 - 2 100 € / mois,moins d'une heure,"Promoteur des Ventes en GSB H/F
Optimark
Lyon - 69
CDD
1 900 - 2 100 € / mois
9 mois
... Vous maîtrisez les techniques de merchandising et de vente, vous êtes doté(e) de réelles qualités commerciales et...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:51.112844
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73741057.html,73741057,Promoteur des Ventes en GSB H/F,Optimark,1 900 - 2 100 € / mois,CDD,1 900 - 2 100 € / mois,moins d'une heure,"Promoteur des Ventes en GSB H/F
Optimark
Montigny-lès-Cormeilles - 95
CDD
1 900 - 2 100 € / mois
9 mois
... de promoteur des ventes sur les circuits Grandes Surfaces de Bricolage. Vous disposez de très bonnes connaissances...
Voir l’offre
moins d'une heure",False,,2025-12-16T10:29:51.536469
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73740825.html,73740825,Ecailler H/F,Athena Interim,14 - 18 € / heure,CDI,14 - 18 € / heure,il y a 1 heure,"Ecailler H/F
Athena Interim
Montpellier - 34
CDI
14 - 18 € / heure
... crustacés - Connaissance des règles d'hygiène alimentaire - Bonne résistance physique et rapidité d'exécution...
Voir l’offre
il y a 1 heure",False,,2025-12-16T10:29:52.016435
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73740594.html,73740594,Second de Rayon Frais Fresh. H/F,fresh.,Draguignan - 83,CDI,2 400 € / mois,il y a 1 heure,"Second de Rayon Frais Fresh. H/F
fresh.
Draguignan - 83
CDI
2 400 € / mois
Nous vous proposons : * Une prime individuelle pouvant atteindre 175 € bruts/mois, * Chaque heure supplémentaire...
Voir l’offre
il y a 1 heure",False,,2025-12-16T10:29:52.393168
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73740531.html,73740531,Chef de Secteur GMS H/F,Havea,28 000 - 33 500 € / an,CDI,28 000 - 33 500 € / an,il y a 1 heure,"Chef de Secteur GMS H/F
Havea
La Rochelle - 17
CDI
28 000 - 33 500 € / an
... le secteur, les principaux clients et avez un affecte particulier pour l'univers de la Grande Distribution, alors rejoignez-nous sans plus...
Voir l’offre
il y a 1 heure",False,,2025-12-16T10:29:52.759283
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73740529.html,73740529,Adjoint Magasin Confirmé H/F,Prest'All Colmar,Muhlbach-sur-Munster - 68,Intérim,2 100 € / mois,il y a 1 heure,"Adjoint Magasin Confirmé H/F
Prest'All Colmar
Muhlbach-sur-Munster - 68
Intérim
2 100 € / mois
6 mois
... BL, de l'encaissement, etc. Une première expérience sur poste similaire est demandée. Poste du lundi au vendredi...
Voir l’offre
il y a 1 heure",False,,2025-12-16T10:29:53.118527
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73740424.html,73740424,Employé de Magasin Libre-Service H/F,Job Concept Transport et Logistique,Villefranche-sur-Saône - 69,CDI,"11,88 € / heure",il y a 1 heure,"Employé de Magasin Libre-Service H/F
Job Concept Transport et Logistique
Villefranche-sur-Saône - 69
CDI
11,88 € / heure
… aimez le terrain et le travail en équipe. Une première expérience en distribution Le poste Horaires et jours travaillés : du lundi au…
Voir l’offre
il y a 1 heure",False,,2025-12-16T10:29:53.517491
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73739215.html,73739215,Employes Libre Service H/F,Triangle Intérim,"11,88 - 12 € / heure",Temps partiel,"11,88 - 12 € / heure",il y a 2 heures,"Employes Libre Service H/F
Triangle Intérim
Magny-les-Hameaux - 78
Intérim
Temps partiel
11,88 - 12 € / heure
+ 1
... des personnes disponibles, dynamiques et motivées. Vous êtes à l'aise avec le contact client. Une expérience dans la...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:54.016809
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738930.html,73738930,Responsable de Magasin H/F,Kaptiv,25 000 - 30 000 € / an,CDI,25 000 - 30 000 € / an,il y a 2 heures,"Responsable de Magasin H/F
Kaptiv
Sainte-Marie - 974
CDI
25 000 - 30 000 € / an
Travail de jour
... Maîtrise des outils de gestion et logiciels de caisse - Capacité à assurer la satisfaction client et résoudre les litiges
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:54.467995
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738844.html,73738844,Responsable Zone Cms H/F,Groupe Actual,13 - 14 € / heure,Intérim,13 - 14 € / heure,il y a 2 heures,"Responsable Zone Cms H/F
Groupe Actual
Saint-Just-en-Chevalet - 42
Intérim
13 - 14 € / heure
Travail de jour
+ 1
... recherché pour le poste de responsable de zone CMS (h/f) doit posséder plusieurs compétences essentielles : - Formation technique...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:54.951368
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738795.html,73738795,Employé Libre-Service Fruits et Légumes H/F,Sup Interim,Saint-Vit - 25,Intérim,"11,88 € / heure",il y a 2 heures,"Employé Libre-Service Fruits et Légumes H/F
Sup Interim
Saint-Vit - 25
Intérim
11,88 € / heure
Travail de jour
+ 1
- Méthodique, dynamique, rigoureux, vous possédez idéalement une première expérience en mise en rayons - Vous êtes aptes au port...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:55.425695
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738708.html,73738708,Hôte de Caisse H/F,E.Leclerc,Bayonne - 64,Temps partiel,,il y a 2 heures,"Hôte de Caisse H/F
E.Leclerc
Bayonne - 64
CDD
Temps partiel
3 mois
Profil recherché : Vendeur de détail/guichet Une expérience sur un poste d'encaissement est souhaitée ...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:55.846561
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738706.html,73738706,Employe Commercial Épicerie - CDI Temps Plein - Bugnicourt 59 H/F,E.Leclerc,Bugnicourt - 59,CDI,,il y a 2 heures,"Employe Commercial Épicerie - CDI Temps Plein - Bugnicourt 59 H/F
E.Leclerc
Bugnicourt - 59
CDI
Profil recherché : Approvisionnements/Gestion Fournisseurs Nous recherchons une personne motivée, dynamique et faisant preuve de rigueur dans...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:56.276969
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738703.html,73738703,Employe Commercial Liquides - CDI Temps Plein - Bugnicourt 59 H/F,E.Leclerc,Bugnicourt - 59,CDI,,il y a 2 heures,"Employe Commercial Liquides - CDI Temps Plein - Bugnicourt 59 H/F
E.Leclerc
Bugnicourt - 59
CDI
... de gratification sous condition d'ancienneté ; - > 13ème mois sous condition d'ancienneté ; - > Avantages CSE.
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:56.691091
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738658.html,73738658,Employé Libre Service - Employé Commercial Bazar H/F,E.Leclerc,Bayonne - 64,CDD,,il y a 2 heures,"Employé Libre Service - Employé Commercial Bazar H/F
E.Leclerc
Bayonne - 64
CDD
6 mois
Profil recherché : Approvisionnements/Gestion Fournisseurs Ponctuel, rigoureux, méthodique, esprit d'équipe. Une expérience d'au moins...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:57.102267
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738548.html,73738548,Chef de Secteur H/F,Keylink,40 000 - 50 000 € / an,CDI,40 000 - 50 000 € / an,il y a 2 heures,"Chef de Secteur H/F
Keylink
Paris 1er - 75
CDI
40 000 - 50 000 € / an
... commerce, vous justifiez d'une expérience réussie de 2 ans minimum sur une fonction similaire. Vous êtes reconnu pour vos...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:57.574282
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738445.html,73738445,Chef de Secteur H/F,Keylink,40 000 - 50 000 € / an,CDI,40 000 - 50 000 € / an,il y a 2 heures,"Chef de Secteur H/F
Keylink
Toulouse - 31
CDI
40 000 - 50 000 € / an
... Vous êtes reconnu pour vos qualités de communication et négociation et savez préparer vos tournées afin d'optimiser votre prospection et...
Voir l’offre
il y a 2 heures",False,,2025-12-16T10:29:58.035294
Emploi Distribution,https://www.hellowork.com/fr-fr/emplois/73738209.html,73738209,Chef,Temporis Interim,Hambach - 57,Intérim,,il y a 3 heures,"Chef - Cheffe de Rayon Fruits et Légumes H/F
Temporis Interim
Hambach - 57
Intérim
... REJOIGNEZ-NOUS DÈS MAINTENANT ! Si cette offre correspond à vos aspirations professionnelles, ne perdez pas une minute de plus...
Voir l’offre
il y a 3 heures",False,,2025-12-16T10:30:14.750411
